"","f1","f2","f3","f4","f5","f6","f7","Course","Intervention","Gender_group","Raceethnicity_group","Education_group"
"998",0.357142857142857,-0.333333333333333,-1,0,0.9,0.166666666666667,0.833333333333333,"PHY105M","Partner Agreements","Man","SND","1stGen"
"999",0.285714285714286,-0.2,-0.75,0.166666666666667,0.8,0.166666666666667,0.666666666666667,"PHY105N","Partner Agreements","Man","SND","Not1stGen"
"1000",0.0714285714285714,-0.0666666666666667,-0.75,0,0.3,0.166666666666667,0.333333333333333,"PHY105N","Partner Agreements","Man","Mixed","Not1stGen"
"1001",-0.285714285714286,-0.333333333333333,0.25,0.166666666666667,0.1,-0.333333333333333,0.666666666666667,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1003",0.142857142857143,-0.333333333333333,0.25,0,0.3,-0.166666666666667,0.666666666666667,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1004",0.357142857142857,-0.333333333333333,-0.75,0,0.5,0.166666666666667,0.666666666666667,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"1005",0.357142857142857,-0.0666666666666667,-0.75,0.166666666666667,0.5,0.333333333333333,0.5,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"1006",0.285714285714286,-0.466666666666667,0,0.0833333333333333,0.4,0.5,0,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1007",0.214285714285714,-0.2,-1,0,0.4,0.166666666666667,0.666666666666667,"PHY105N","Partner Agreements","Woman","SND","1stGen"
"1008",0.214285714285714,-0.333333333333333,0.25,0.0833333333333333,0.3,0.333333333333333,0.5,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"1009",0.142857142857143,-0.2,-0.25,0,0.6,-0.166666666666667,0.5,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"1010",0.428571428571429,-0.333333333333333,0,0.0833333333333333,0.8,0.333333333333333,0.333333333333333,"PHY105M","Partner Agreements","Woman","SD","1stGen"
"1011",0.5,-0.6,-1,-0.166666666666667,0.3,0.5,-0.166666666666667,"PHY105M","Partner Agreements","Woman","SD","1stGen"
"1012",-0.0714285714285714,-0.466666666666667,-0.5,0.0833333333333333,0.2,-0.166666666666667,0,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"1013",0.0714285714285714,-0.733333333333333,-0.5,0.25,0.6,0.666666666666667,0.666666666666667,"PHY105M","Partner Agreements","Woman","SD","1stGen"
"1014",0.214285714285714,-0.0666666666666667,-0.25,-0.166666666666667,0.4,0.166666666666667,-0.166666666666667,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"1015",0.428571428571429,0.0666666666666667,0.5,0,0.5,0.333333333333333,0.333333333333333,"PHY105M","Partner Agreements","Man","SND","Not1stGen"
"1016",0.214285714285714,-0.0666666666666667,-0.25,0.416666666666667,-0.1,0.5,0.833333333333333,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1017",0.642857142857143,-0.0666666666666667,-1,-0.0833333333333333,0.7,0.333333333333333,0.333333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"1018",0.285714285714286,-0.2,-1,-0.166666666666667,0.5,-0.166666666666667,0.666666666666667,"PHY105M","Partner Agreements","Woman","SND","Not1stGen"
"1019",0.0714285714285714,-0.2,-0.5,-0.0833333333333333,0.2,-0.166666666666667,0.333333333333333,"PHY105M","Partner Agreements","Woman","SD","1stGen"
"1020",0.142857142857143,-0.466666666666667,-1,-0.166666666666667,0.5,0,0.666666666666667,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"1021",0.214285714285714,-0.466666666666667,-0.25,0.0833333333333333,0.7,0.666666666666667,0.833333333333333,"PHY105M","Partner Agreements","Man","SD","1stGen"
"1022",0.571428571428571,-0.0666666666666667,-1,-0.0833333333333333,0.7,0,0.833333333333333,"PHY105M","Control","Woman","SD","Not1stGen"
"1023",0.214285714285714,-0.0666666666666667,0.75,0.25,0.2,-0.166666666666667,0,"PHY105M","Control","Woman","SD","Not1stGen"
"1024",0.214285714285714,-0.333333333333333,-1,0.0833333333333333,0.8,0.166666666666667,0.833333333333333,"PHY105M","Control","Woman","SND","Not1stGen"
"1025",0.214285714285714,0.0666666666666667,-0.75,0.25,0.3,0.333333333333333,0.166666666666667,"PHY105M","Control","Man","SND","1stGen"
"1026",0.0714285714285714,-0.2,-0.25,0,0.1,0.166666666666667,0.833333333333333,"PHY105M","Control","Woman","SD","1stGen"
"1027",0.142857142857143,-0.2,-0.25,0,0.3,0.333333333333333,0.333333333333333,"PHY105M","Control","Man","SD","Not1stGen"
"1028",0,0.0666666666666667,0.5,0,-0.5,0.666666666666667,0.333333333333333,"PHY105M","Control","Man","SND","Not1stGen"
"1029",0,-0.333333333333333,-0.75,-0.0833333333333333,0.2,-0.5,0.5,"PHY105M","Control","Woman","SND","Not1stGen"
"1030",0.285714285714286,-0.333333333333333,0,0.166666666666667,0.4,0.333333333333333,0.5,"PHY105M","Control","Woman","SND","Not1stGen"
"1031",0.428571428571429,0.333333333333333,-0.75,0.166666666666667,0.6,0.5,0.666666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"1032",0.285714285714286,-0.466666666666667,-0.5,0.0833333333333333,0.5,-0.166666666666667,0.666666666666667,"PHY105M","Control","Woman","SND","1stGen"
"1033",0.214285714285714,-0.333333333333333,0.5,0,-0.1,0,0.166666666666667,"PHY105M","Control","Man","SD","1stGen"
"1034",0.285714285714286,-0.0666666666666667,0,0.0833333333333333,0.3,-0.166666666666667,0.333333333333333,"PHY105M","Control","Woman","SD","Not1stGen"
"1035",0.0714285714285714,0.2,0.5,0.0833333333333333,0.6,0.166666666666667,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"1036",-0.142857142857143,-0.466666666666667,-1,0,0.6,0.333333333333333,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"1037",0.428571428571429,-0.466666666666667,-1,0,0.6,0,0.5,"PHY105M","Control","Woman","SND","1stGen"
"1038",0.214285714285714,-0.333333333333333,-0.5,0,0.2,0,0.5,"PHY105M","Control","Other","SND","1stGen"
"1039",0.0714285714285714,-0.333333333333333,-0.75,0,0.5,0.166666666666667,0.5,"PHY105M","Control","Woman","SND","1stGen"
"1040",0.214285714285714,-0.2,-0.25,-0.0833333333333333,0.4,0.666666666666667,0.333333333333333,"PHY105M","Control","Woman","SND","Not1stGen"
"1041",0.214285714285714,-0.2,-1,0.25,0.5,0,0.5,"PHY105M","Control","Man","SND","1stGen"
"1042",0.214285714285714,0.0666666666666667,0,0.25,0.3,0.166666666666667,0.166666666666667,"PHY105M","Control","Man","SND","1stGen"
"1043",0.142857142857143,-0.2,-0.5,-0.416666666666667,0.5,0.166666666666667,0.5,"PHY105M","Control","Man","SND","Not1stGen"
"1044",0.214285714285714,-0.866666666666667,0.25,0.166666666666667,0.3,0.333333333333333,0.166666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"1045",0.285714285714286,-0.0666666666666667,0,0.0833333333333333,0.3,-0.166666666666667,0.333333333333333,"PHY105M","Control","Man","SD","1stGen"
"1046",0.285714285714286,-0.2,-0.75,0.416666666666667,0.7,0.166666666666667,0.666666666666667,"PHY105M","Control","Woman","SND","Not1stGen"
"1047",0.357142857142857,-0.2,0,0.25,0.4,0,0.833333333333333,"PHY105M","Control","Woman","SD","Not1stGen"
"1048",0.285714285714286,-0.333333333333333,0,-0.166666666666667,0.1,0.166666666666667,0.166666666666667,"PHY105M","Control","Man","SD","Not1stGen"
"1049",-0.214285714285714,-0.866666666666667,0.5,0.166666666666667,0.1,0.166666666666667,0.5,"PHY105M","Control","Man","SD","Not1stGen"
"1050",0.214285714285714,-0.2,-0.5,0.166666666666667,1,0,0.666666666666667,"PHY105M","Control","Man","SD","Not1stGen"
"1051",0,0.0666666666666667,0.25,0,-0.2,-0.166666666666667,0.166666666666667,"PHY105M","Control","Man","SD","Not1stGen"
"1052",0.142857142857143,-0.2,-0.75,0.0833333333333333,0.4,0.166666666666667,0.666666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"1054",0.428571428571429,0.0666666666666667,-1,-0.166666666666667,0.7,0.333333333333333,0.333333333333333,"PHY105M","Control","Woman","SD","Not1stGen"
"1055",0.5,0.0666666666666667,-0.75,0.0833333333333333,0.5,0.5,1,"PHY105N","Control","Man","SD","Not1stGen"
"1056",0.142857142857143,0.2,0,-0.0833333333333333,-0.5,-0.166666666666667,0,"PHY105N","Control","Man","SND","1stGen"
"1057",0.0714285714285714,-0.333333333333333,-0.5,-0.0833333333333333,-0.1,-0.166666666666667,0.333333333333333,"PHY105N","Control","Man","SND","Not1stGen"
"1058",0.214285714285714,-0.333333333333333,0.75,0,0.2,-0.166666666666667,0,"PHY105N","Control","Man","SD","1stGen"
"1059",0,0.2,0.5,0.166666666666667,0.1,0.166666666666667,0.5,"PHY105N","Control","Man","SD","Not1stGen"
"1060",0.0714285714285714,0.0666666666666667,-0.5,0.0833333333333333,0.2,0.5,0.666666666666667,"PHY105N","Control","Woman","SD","Not1stGen"
"1061",0.142857142857143,-0.2,-0.25,-0.25,0.4,-0.166666666666667,0.166666666666667,"PHY105N","Control","Man","SD","Not1stGen"
"1062",0.142857142857143,-0.2,-1,0,0.2,0.166666666666667,0.666666666666667,"PHY105N","Control","Man","SD","Not1stGen"
"1063",-0.428571428571429,-0.333333333333333,0.25,0.166666666666667,-0.1,-0.166666666666667,0.166666666666667,"PHY105N","Control","Man","SND","1stGen"
"1064",-0.0714285714285714,-0.333333333333333,-0.5,0.166666666666667,0,0,0.833333333333333,"PHY105N","Control","Man","SD","Not1stGen"
"1065",0.0714285714285714,-0.6,-0.75,0,0.4,-0.166666666666667,0.333333333333333,"PHY105N","Control","Woman","SND","Not1stGen"
"1066",0.142857142857143,0.0666666666666667,-0.25,-0.25,0.4,0.5,0.333333333333333,"PHY105N","Control","Man","Mixed","1stGen"
"1067",0,-0.2,-0.25,0.0833333333333333,-0.2,0,0.666666666666667,"PHY105N","Control","Woman","SD","Not1stGen"
"1068",0.428571428571429,0.0666666666666667,-0.25,0.166666666666667,0.6,0.833333333333333,0.5,"PHY105N","Control","Man","SND","Not1stGen"
"1069",0.142857142857143,-0.333333333333333,-0.25,0.25,0.2,0.5,0.5,"PHY105N","Control","Man","SD","Not1stGen"
"1070",0.214285714285714,-0.0666666666666667,0.5,0,0.6,0,0.166666666666667,"PHY105N","Control","Man","SD","Not1stGen"
"1071",0,-0.333333333333333,-0.5,0.166666666666667,-0.2,0.5,0.833333333333333,"PHY105N","Control","Man","SD","Not1stGen"
"1072",0.142857142857143,0.2,-0.25,0.166666666666667,-0.1,0,0.166666666666667,"PHY105N","Control","Man","SND","1stGen"
"1073",0.142857142857143,-0.2,0.75,0.0833333333333333,0.6,0,0.666666666666667,"PHY105N","Control","Woman","SD","1stGen"
"1074",-0.0714285714285714,-0.2,0,0.0833333333333333,0.2,0.5,0.333333333333333,"PHY105N","Control","Woman","SD","Not1stGen"
"1075",0.285714285714286,-0.333333333333333,-0.5,0.166666666666667,0.4,0.5,0.666666666666667,"PHY105N","Control","Woman","SND","1stGen"
"1076",0.5,-0.0666666666666667,0,0.333333333333333,0.7,0.666666666666667,0.833333333333333,"PHY105N","Control","Woman","SD","Not1stGen"
"1077",0.357142857142857,-0.0666666666666667,-0.5,0.333333333333333,0.5,0.5,0.166666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"1078",0.357142857142857,-0.466666666666667,0.25,0.0833333333333333,0.6,0.166666666666667,1,"PHY105M","Partner Agreements","Man","SND","1stGen"
"1079",0,-0.2,0,0.166666666666667,0.9,0.333333333333333,1,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"1080",0.214285714285714,-0.2,-0.25,0.166666666666667,0.5,0.5,0.166666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"1081",0,-0.2,-0.25,0,0,0.166666666666667,0,"PHY105M","Partner Agreements","Woman","SND","1stGen"
"1082",0.0714285714285714,-0.333333333333333,-0.75,0.166666666666667,0.3,0.166666666666667,0.666666666666667,"PHY105M","Partner Agreements","Man","SND","1stGen"
"1083",0.142857142857143,-1,-0.5,0,0.4,0.333333333333333,0.5,"PHY105M","Partner Agreements","Man","SND","Not1stGen"
"1084",0.142857142857143,-0.0666666666666667,-0.5,-0.166666666666667,0.1,-0.166666666666667,0.333333333333333,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"1085",0.142857142857143,-0.0666666666666667,0,0.166666666666667,0.4,0.666666666666667,0.333333333333333,"PHY105M","Partner Agreements","Other","SD","Not1stGen"
"1086",0.214285714285714,0.0666666666666667,-0.5,-0.25,0.5,0.666666666666667,0.833333333333333,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"1087",0,0.2,0.25,0.0833333333333333,0.1,0.166666666666667,0,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"1088",0.357142857142857,0.0666666666666667,-0.5,0.25,0.1,-0.5,0.833333333333333,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"1090",0.5,-1,-0.5,0.25,0.4,0,-0.166666666666667,"PHY105M","Partner Agreements","Man","SD","1stGen"
"1091",-0.0714285714285714,0.0666666666666667,-0.75,-0.0833333333333333,0.1,-0.166666666666667,0.166666666666667,"PHY105M","Partner Agreements","Woman","Mixed","Not1stGen"
"1092",0.0714285714285714,-0.0666666666666667,-1,-0.166666666666667,-0.1,-0.333333333333333,0.166666666666667,"PHY105M","Partner Agreements","Woman","SD","Not1stGen"
"1093",0.0714285714285714,0.2,0.25,0.0833333333333333,0.4,0,0.333333333333333,"PHY105M","Partner Agreements","Man","Mixed","Not1stGen"
"1094",0.0714285714285714,0.466666666666667,0.25,0.166666666666667,0.1,0,0.5,"PHY105M","Partner Agreements","Man","SD","Not1stGen"
"1095",0.214285714285714,-0.2,-0.75,0.166666666666667,0.8,0.166666666666667,0.833333333333333,"PHY105M","Partner Agreements","Woman","Mixed","1stGen"
"1096",-0.0714285714285714,-0.2,0.25,-0.0833333333333333,-0.1,-0.166666666666667,0.5,"PHY105M","Control","Man","SD","Not1stGen"
"1097",0.5,-0.0666666666666667,-1,0,0.9,-0.333333333333333,0.666666666666667,"PHY105M","Control","Man","Mixed","Not1stGen"
"1098",-0.285714285714286,-0.333333333333333,-0.25,0.0833333333333333,-0.6,-0.333333333333333,0.5,"PHY105M","Control","Woman","SND","1stGen"
"1099",0,-0.333333333333333,0.25,0,0.3,0,0.833333333333333,"PHY105M","Control","Man","SD","Not1stGen"
"1100",0.214285714285714,-0.333333333333333,-0.25,-0.0833333333333333,0.4,-0.333333333333333,0.666666666666667,"PHY105M","Control","Man","SND","Not1stGen"
"1101",0.285714285714286,0.6,0.5,0.166666666666667,0.7,0.333333333333333,1,"PHY105M","Control","Man","SD","1stGen"
"1102",0.428571428571429,-0.333333333333333,-1,0.25,0.4,0.166666666666667,0.833333333333333,"PHY105M","Control","Other","SD","Not1stGen"
"1103",0.142857142857143,-0.2,-0.25,0.25,0.1,-0.5,0.166666666666667,"PHY105M","Control","Woman","SD","Not1stGen"
"1104",0,-0.2,0,0,0,-0.166666666666667,0,"PHY105M","Control","Woman","Mixed","Not1stGen"
"1105",0.285714285714286,-0.2,-0.5,-0.166666666666667,0.6,0.5,0.333333333333333,"PHY105M","Control","Man","SD","Not1stGen"
"1106",0.571428571428571,-0.333333333333333,-1,0.166666666666667,1,0,1,"PHY105M","Control","Woman","SND","1stGen"
"1107",0.428571428571429,0.0666666666666667,0.75,0.416666666666667,0.8,0.166666666666667,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"1108",0.357142857142857,-0.2,0,-0.0833333333333333,0.5,0.166666666666667,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"1109",0.142857142857143,-0.333333333333333,0,0.0833333333333333,0.2,0,0.333333333333333,"PHY105N","Partner Agreements","Woman","SND","Not1stGen"
"1110",0.428571428571429,-0.333333333333333,-0.5,0,1,0.333333333333333,1,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"1111",0.357142857142857,-0.0666666666666667,-0.25,0,0.5,0.833333333333333,0.833333333333333,"PHY105N","Partner Agreements","Woman","SD","1stGen"
"1112",-0.142857142857143,-0.0666666666666667,0,-0.166666666666667,-0.3,-0.166666666666667,0.666666666666667,"PHY105N","Partner Agreements","Man","Mixed","Not1stGen"
"1113",0.0714285714285714,-0.333333333333333,-0.5,0,-0.3,-0.333333333333333,0,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1114",0.0714285714285714,-0.466666666666667,0.25,-0.0833333333333333,0.6,0.5,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1115",0.214285714285714,-0.2,-1,-0.0833333333333333,0.3,0.333333333333333,0.5,"PHY105N","Partner Agreements","Woman","Mixed","Not1stGen"
"1116",0.285714285714286,-0.333333333333333,-0.5,0.166666666666667,0.4,0.166666666666667,1,"PHY105N","Partner Agreements","Woman","SND","1stGen"
"1117",0.214285714285714,0.0666666666666667,-1,0,-0.2,0.166666666666667,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1118",0.285714285714286,-0.333333333333333,0,0.166666666666667,0,0.5,0.333333333333333,"PHY105N","Partner Agreements","Man","Mixed","Not1stGen"
"1119",0.0714285714285714,-0.333333333333333,-0.25,0,0.3,0.333333333333333,0.333333333333333,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1120",0.142857142857143,-0.0666666666666667,0.25,0.25,-0.1,0.5,0.333333333333333,"PHY105N","Partner Agreements","Woman","Mixed","Not1stGen"
"1121",0.0714285714285714,-0.333333333333333,-0.25,0,0.5,0.333333333333333,0.666666666666667,"PHY105N","Partner Agreements","Woman","SND","Not1stGen"
"1122",0.285714285714286,-0.0666666666666667,0,-0.0833333333333333,0.3,0.166666666666667,0.166666666666667,"PHY105N","Partner Agreements","Woman","SND","1stGen"
"1123",-0.428571428571429,-0.333333333333333,0.25,-0.25,-0.2,0.166666666666667,0,"PHY105N","Partner Agreements","Other","SD","Not1stGen"
"1124",0.142857142857143,-0.466666666666667,0.5,0.0833333333333333,0.3,0.166666666666667,0.5,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"1125",0.214285714285714,-0.333333333333333,-0.25,0,0.4,0,0.5,"PHY105N","Partner Agreements","Woman","SND","Not1stGen"
"1126",0.285714285714286,0.0666666666666667,0,0.0833333333333333,0.3,0.333333333333333,0.333333333333333,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1127",0.285714285714286,0.333333333333333,0.25,0.0833333333333333,0.4,0.666666666666667,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1128",0.214285714285714,-0.2,-1,0.166666666666667,0.7,0.5,0.666666666666667,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"1129",0.357142857142857,-0.0666666666666667,0,0.166666666666667,0.4,0.166666666666667,0.333333333333333,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"1130",0.285714285714286,0.0666666666666667,0.5,-0.166666666666667,0.5,0,0.5,"PHY105N","Partner Agreements","Man","SND","Not1stGen"
"1131",0.214285714285714,-0.333333333333333,-0.25,0.0833333333333333,0.6,0.666666666666667,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1132",0.285714285714286,-0.2,-0.75,0,0.1,0,0.166666666666667,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1133",0.214285714285714,-0.466666666666667,0.25,0.166666666666667,0.1,0.5,0.166666666666667,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1134",0,-0.0666666666666667,0,-0.25,0.2,-0.166666666666667,0.5,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"1135",0.0714285714285714,-0.333333333333333,-1,0,0.8,0.5,1,"PHY105N","Partner Agreements","Woman","SND","1stGen"
"1136",0.0714285714285714,0.2,-0.25,0.25,0,0.333333333333333,0.666666666666667,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1137",0.285714285714286,0.333333333333333,-1,0.0833333333333333,0.3,0.5,1,"PHY105N","Partner Agreements","Man","SND","1stGen"
"1138",0.142857142857143,-0.2,0.75,0.0833333333333333,-0.1,0.666666666666667,0.5,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"1139",-0.428571428571429,-0.466666666666667,0,-0.416666666666667,-0.8,-0.333333333333333,-1,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"1141",0.214285714285714,0.2,-0.25,0.0833333333333333,0.3,0,0.166666666666667,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"1142",0.5,-0.333333333333333,-0.25,0,0.9,0.166666666666667,0.5,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"1143",0.0714285714285714,-0.333333333333333,-0.5,0.0833333333333333,0.6,-0.333333333333333,0.5,"PHY105N","Collaborative Comparison","Woman","SD","Not1stGen"
"1144",0.357142857142857,-0.0666666666666667,-0.75,0,0.4,-0.166666666666667,1,"PHY105N","Collaborative Comparison","Woman","SND","1stGen"
"1145",0.142857142857143,-0.2,0,0.0833333333333333,0.2,-0.166666666666667,0.5,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"1146",0.357142857142857,-0.2,-0.25,0,0.4,0.166666666666667,1,"PHY105N","Collaborative Comparison","Woman","Mixed","Not1stGen"
"1147",0.285714285714286,-0.2,-0.25,0.166666666666667,0.5,0.333333333333333,0.666666666666667,"PHY105N","Collaborative Comparison","Woman","Mixed","Not1stGen"
"1148",0.285714285714286,-0.6,-1,0,0.8,0.166666666666667,1,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"1149",0.0714285714285714,-0.0666666666666667,-0.5,0.166666666666667,0.3,0.333333333333333,0.333333333333333,"PHY105N","Collaborative Comparison","Woman","SND","1stGen"
"1150",0.214285714285714,-0.0666666666666667,0,0.416666666666667,0,0.166666666666667,0,"PHY105N","Collaborative Comparison","Man","SD","Not1stGen"
"1151",0.428571428571429,0.333333333333333,0.5,-0.0833333333333333,0.2,0.5,0.5,"PHY105M","Control","Woman","SD","Not1stGen"
"1152",0.214285714285714,-0.333333333333333,-0.25,-0.0833333333333333,0.3,0.666666666666667,0.5,"PHY105M","Control","Man","SND","1stGen"
"1153",0.214285714285714,-0.0666666666666667,0,0.166666666666667,0.4,0.166666666666667,0.333333333333333,"PHY105M","Control","Woman","SND","1stGen"
"1154",-0.214285714285714,-0.333333333333333,-0.5,-0.0833333333333333,0.4,0,0.166666666666667,"PHY105M","Control","Other","SD","Not1stGen"
"1155",0.5,-0.2,-1,0.25,0.5,0.666666666666667,0.333333333333333,"PHY105M","Control","Woman","SND","Not1stGen"
"1156",0.0714285714285714,0.0666666666666667,0.5,0.0833333333333333,0.2,-0.166666666666667,0,"PHY105M","Control","Man","SD","1stGen"
"1157",0.357142857142857,0.333333333333333,0,0.25,0.4,0.5,0.5,"PHY105M","Control","Man","SD","Not1stGen"
"1158",0.428571428571429,-0.333333333333333,-0.25,0.0833333333333333,0.8,0.166666666666667,0.333333333333333,"PHY105M","Control","Man","SD","Not1stGen"
"1159",0,-0.2,0,0.25,0.4,0.166666666666667,0.333333333333333,"PHY105M","Control","Woman","SD","Not1stGen"
"1160",0.285714285714286,-0.0666666666666667,0.25,0.166666666666667,0.4,0.166666666666667,0.166666666666667,"PHY105M","Control","Man","SD","Not1stGen"
"1161",0,-0.2,0,0.166666666666667,0.4,-0.333333333333333,0.666666666666667,"PHY105M","Control","Woman","SND","Not1stGen"
"1162",0.285714285714286,-0.0666666666666667,-0.5,-0.0833333333333333,0.2,0.333333333333333,0.333333333333333,"PHY105M","Control","Man","Mixed","Not1stGen"
"1163",0,-0.2,0,0.0833333333333333,0.4,0.333333333333333,0.5,"PHY105M","Control","Man","SD","Not1stGen"
"1164",0.214285714285714,-0.6,-0.75,0.0833333333333333,0.5,0,0.5,"PHY105N","Control","Man","SND","Not1stGen"
"1165",0.142857142857143,-0.333333333333333,-1,0,-0.6,0.333333333333333,-0.333333333333333,"PHY105N","Control","Man","SD","Not1stGen"
"1166",0.214285714285714,-0.2,0.5,0.166666666666667,0.2,0.166666666666667,0.666666666666667,"PHY105N","Control","Man","SD","Not1stGen"
"1167",0.214285714285714,-0.2,0.25,0.0833333333333333,0,-0.166666666666667,0.833333333333333,"PHY105N","Control","Woman","SND","Not1stGen"
"1168",-0.0714285714285714,0.466666666666667,0.25,-0.166666666666667,-0.5,0,0.166666666666667,"PHY105N","Control","Woman","SD","Not1stGen"
"1169",0.0714285714285714,-0.333333333333333,-0.75,-0.0833333333333333,0,0.666666666666667,0.833333333333333,"PHY105N","Control","Man","SND","1stGen"
"1170",0.285714285714286,0.0666666666666667,-0.5,0,0.1,0.333333333333333,0.333333333333333,"PHY105N","Control","Man","Mixed","Not1stGen"
"1171",0.285714285714286,-0.466666666666667,0.5,0.0833333333333333,0.5,0.166666666666667,0.5,"PHY105N","Control","Man","SND","Not1stGen"
"1172",0.285714285714286,-0.333333333333333,-0.75,0,0.5,0.833333333333333,0,"PHY105N","Control","Woman","SD","Not1stGen"
"1173",-0.214285714285714,0.0666666666666667,0.75,0.0833333333333333,0.1,0,0.666666666666667,"PHY105N","Control","Man","SD","Not1stGen"
"1174",0.428571428571429,-0.2,0.25,0,0.8,0.166666666666667,0.666666666666667,"PHY105N","Control","Man","SND","Not1stGen"
"1175",0,-0.2,0,0.0833333333333333,0.1,0,0,"PHY105N","Control","Man","SD","Not1stGen"
"1176",0.142857142857143,-0.333333333333333,0,0,0.9,0.5,1,"PHY105N","Control","Man","SND","1stGen"
"1177",0.428571428571429,-0.333333333333333,-0.5,0.166666666666667,0.4,0,1,"PHY105N","Control","Woman","SD","Not1stGen"
"1178",0.714285714285714,-0.333333333333333,-1,0,1,-0.166666666666667,0.833333333333333,"PHY105N","Control","Woman","SD","Not1stGen"
"1179",0.0714285714285714,-0.333333333333333,-0.5,0.166666666666667,0.3,-0.5,0,"PHY105N","Control","Man","SND","1stGen"
"1180",0.357142857142857,0.0666666666666667,0,-0.0833333333333333,0.2,-0.166666666666667,0.333333333333333,"PHY105N","Control","Woman","SND","Not1stGen"
"1181",0.428571428571429,-0.333333333333333,-1,0,0.5,-0.166666666666667,1,"PHY105N","Control","Woman","SND","1stGen"
"1182",0.0714285714285714,-0.466666666666667,-0.5,0,0.4,-0.166666666666667,0.166666666666667,"PHY105N","Control","Woman","Mixed","Not1stGen"
"1183",0.214285714285714,-0.2,-0.25,0.166666666666667,0.4,0.5,0.333333333333333,"PHY105N","Control","Man","SD","1stGen"
"1184",0.285714285714286,-0.0666666666666667,-1,0,0.5,0.333333333333333,0.333333333333333,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1185",0.0714285714285714,-0.6,0.5,-0.0833333333333333,-0.1,0.166666666666667,0.166666666666667,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"1186",0.214285714285714,-0.2,-0.25,0.25,0.4,0.166666666666667,0.666666666666667,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"1187",0.285714285714286,-0.2,0.25,0.166666666666667,0.3,0,0.666666666666667,"PHY105N","Partner Agreements","Man","SND","Not1stGen"
"1188",0.428571428571429,-0.333333333333333,0,-0.0833333333333333,0.8,0.166666666666667,0.833333333333333,"PHY105N","Partner Agreements","Man","SD","Not1stGen"
"1189",0,-0.2,0,0,0,0,0,"PHY105N","Partner Agreements","Woman","SND","Not1stGen"
"1190",0.285714285714286,-0.333333333333333,-0.5,0.333333333333333,0.5,0.166666666666667,0.833333333333333,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
"1191",0.285714285714286,-0.0666666666666667,0.25,0.166666666666667,0.4,0.333333333333333,0.5,"PHY105N","Partner Agreements","Woman","SD","Not1stGen"
